name,price,mileage,engine_cc,fuel,kilometer_run,types,is_automatic,is_4WD,age
Mahindra XUV 500 AWD 2021 Model with Sunroof,5500000.0,12.0,2200.0,2,14364.0,1.0,0,1,4.0
Creata,3300000.0,14.0,1600.0,1,54000.0,1.0,0,0,10.0
KIA Suv On Sale,2350000.0,18.0,1995.0,2,65000.0,1.0,1,1,13.0
Magnite Needed Urgent,2100000.0,15.0,999.0,1,10000.0,1.0,0,0,4.0
Full Option 2007 Hyundai Santro XO,1095000.0,15.0,1100.0,1,87000.0,2.0,0,0,18.0
Toyota Hilux 1993 Model ,1250000.0,12.0,3000.0,2,152000.0,4.0,0,1,32.0
Santro sportz Car on sale,2250000.0,18.0,1100.0,1,40000.0,2.0,0,0,6.0
MG ZS EV Sell,4300000.0,18.0,2400.75,3,27000.0,6.0,1,0,2.0
Chevrolet Aveo Lt,899000.0,12.0,1400.0,1,90000.0,1.0,1,0,13.0
Nexon XM (petrol),2300000.0,14.0,1200.0,1,71450.0,1.0,0,0,6.0
Truck bikri ma Bharat Benz 2016 model,1000000.0,10.0,3907.0,2,100000.0,4.0,0,0,9.0
Land Rover Freelander 2 2015 Model Single Hand,125.0,14.0,6000.0,2,52000.0,1.0,1,1,10.0
2011 model ko tuscon bikrima aayo,2500000.0,13.0,2000.0,2,62244.0,1.0,0,1,14.0
Santro Car on Sale,1230000.0,17.0,1086.0,1,55000.0,2.0,1,0,16.0
SPORTAGE AWD ,3100000.0,10.0,1998.0,1,75000.0,1.0,0,1,11.0
Car on Sale,1230000.0,17.0,1.0,1,70000.0,2.0,1,0,15.0
 CAPTIVA LTZ ,2400000.0,13.0,1991.0,2,57456.0,1.0,1,1,13.0
Car on sale 2012 model,950000.0,14.0,1200.0,1,6500.0,2.0,1,0,13.0
Nissan x trail 2006,1800000.0,13.0,2000.0,2,99999.0,1.0,0,1,19.0
PEUGEOT 3008|SUNROOF|SPECIAL 5678 NUMBER|AUTO ,5850000.0,14.0,1600.0,1,48000.0,1.0,1,0,7.0
Kia picanto available for rent,4000.0,15.0,1100.0,1,81396.0,2.0,0,0,18.0
Ford Freestyle Titanium,2100000.0,15.0,1200.0,1,57000.0,2.0,0,0,6.0
rent Suzuki Swift ZXI 2007 model ,5000.6,14.0,1298.0,1,81396.0,2.0,0,0,18.0
Creta sx 2021 model 9851137245,5300000.0,13.0,1500.0,1,35000.0,1.0,0,0,4.0
HIGER EV 101 KWH - Liquid Cooled Battery ,8190000.0,18.0,2024.0,3,0.0,5.0,1,0,1.0
Omni Van On Rent ( 7 seater ),5000.0,15.0,796.0,1,38304.0,5.0,0,0,9.0
Creta sx 2021 model 9851137245,5300000.0,13.0,1500.0,1,26000.0,1.0,0,0,4.0
Renault Duster,3470000.0,18.0,1500.0,2,24350.0,1.0,0,0,9.0
Grand i10 magna 2017 model on sale 9851137245,2150000.0,14.0,1197.0,1,47000.0,2.0,0,0,8.0
Tata nexon xm s 2021 model with sunroof on sale ,2850000.0,14.0,1199.0,1,40000.0,1.0,0,0,4.0
Toyota corolla LX 2009 model is on sale ,1850000.0,13.0,1600.0,1,67000.0,3.0,0,0,16.0
Hyundai Santro Sportz 2019  18000KM  23 lot  Sale,2200000.0,15.0,1086.0,1,18600.0,2.0,0,0,6.0
Eco van 7 seater2016,1325000.0,15.0,1200.0,1,180000.0,5.0,0,0,9.0
Kia picanto ,965000.0,13.0,1086.0,1,82.0,2.0,0,0,15.0
Toyota RAV 4 Hybrid 2020 Model Autogear,12500000.0,14.0,2500.0,4,19152.0,1.0,1,1,5.0
Peugeot 3008 GT line 2021 Model with Sunroof,8500000.0,14.0,1600.0,1,14364.0,1.0,1,1,4.0
Kia Picanto 2016 Model,1550000.0,15.0,1000.0,1,38304.0,2.0,0,0,9.0
Daihatsu Terios 2009 Grey,2500000.0,14.0,1500.0,1,71820.0,1.0,0,1,16.0
BEST MENTAINED MITSUBISHI PAJERO 2 MOTOR AIRCON,4500000.0,10.0,2800.0,2,180000.0,1.0,0,1,24.0
Mahindra Bolero SLS Power 2018 is on sale!,2400000.0,18.0,1493.0,2,52000.0,1.0,0,0,7.0
HONDA JAZZ 1.2 IVTEC,1450000.0,14.0,1200.0,1,69000.0,2.0,0,0,16.0
Ford ecosport 2017 petrol,2100000.0,18.0,1496.0,1,39363.0,1.0,0,0,8.0
Toyota Hilux 2020 Model (Single hand),8200000.0,12.0,2800.0,2,19152.0,4.0,0,1,5.0
Toyota Hilux 2019 Model with canopy,7200000.0,12.0,2500.0,2,23940.0,4.0,0,1,6.0
ford figo zxi 2014 model on sale,1150000.0,15.0,1200.0,1,58000.0,2.0,0,0,11.0
Hyundai i10 2019 Magna,2300000.0,15.0,1197.0,1,23940.0,2.0,0,0,6.0
Proton Car 2005 Model 9823657076,475000.0,14.0,1500.0,1,90972.0,3.0,0,0,20.0
Proton Car 2005 Model 9823657076,475000.0,14.0,1500.0,1,90972.0,3.0,0,0,20.0
2017 Model Toyota Fortuner on sale automatic,13500000.0,10.0,2700.0,2,63.0,1.0,1,1,8.0
ISUZU S CAB DMAX 2021,3300000.0,12.0,2499.0,2,52000.0,4.0,0,0,4.0
Kia Rio Hatchback On Sell & Exchange,800000.0,14.0,1400.0,1,81396.0,2.0,0,0,18.0
Full fresh Gypsy 1998 modal,725555.0,15.0,1000.0,1,180000.0,1.0,1,1,27.0
Volkswagen Tiguan for sale,3000000.0,12.0,2000.0,1,90000.0,1.0,0,1,14.0
4 EXCHANGE ONLY CLASSIC  1981 SUZUKI JIMNY CLASSIC,2000000.0,12.0,797.0,1,110000.0,1.0,0,1,44.0
COROLLA LX 2010,2250000.0,14.0,1597.0,1,74585.0,3.0,0,0,15.0
Tata Nexon Xz+,2500000.0,16.0,1200.0,1,65000.0,2.0,0,0,7.0
Datsun Go 2016 Model,1050000.0,15.0,1200.0,1,38304.0,2.0,0,0,9.0
MAZDA CX5 AWD | PETROL | 2WD | (Mazda),7500000.0,12.0,2488.0,1,43092.0,1.0,1,0,10.0
Tata winger cargo van 2014,550000.0,14.0,1948.0,2,70000.0,5.0,0,0,11.0
Naza by Peugeot 2007 Model  Automatic Gear Forsale,1200000.0,14.0,1350.0,1,69000.0,2.0,1,0,18.0
Nissan Sunny Ex Saloon Japanese AMT 2001 ,775000.0,14.0,1497.0,1,147108.0,3.0,1,0,24.0
Car for rent,3000.0,14.0,1100.0,1,81396.0,2.0,0,0,18.0
Nissan Sunny Ex Salon,1250000.0,10.0,1600.0,1,75000.0,3.0,0,0,15.0
Toyota RAV 4 2018 Model,7000000.0,12.0,3000.0,1,28728.0,1.0,0,1,7.0
TOYOTA MARK II LX90 Only 7pcs In Nepal,1750000.0,12.0,2500.0,2,100000.0,3.0,0,0,30.0
kia Sportage petrol 2018 single hand,4200000.0,10.0,2000.0,1,28728.0,1.0,0,0,7.0
Santro for sale 2007 900000 only,800000.0,15.0,1100.0,1,180000.0,2.0,1,0,18.0
Toyota Land cruiser Prado TX 2014 Model,12500000.0,12.0,3000.0,2,47880.0,1.0,0,1,11.0
Honda Wrv Disel 2018 1500cc Japanise,3300000.0,15.0,1500.0,2,43000.0,1.0,0,0,7.0
Nissan Kicks XV 2020,3350000.0,14.0,1498.0,1,39888.0,1.0,0,0,5.0
Sale Chevrolet Spark Car Sale,680000.0,14.0,995.0,1,85000.0,2.0,0,0,16.0
Car For Sale Chevrolet Spark,675000.0,14.0,995.0,1,80000.0,2.0,0,0,16.0
Tata Safari Storme VX 2016 Model,2000000.0,12.0,2200.0,2,38304.0,1.0,0,1,9.0
SANTA FE GLS FOR SALE - IMPORTED FROM KOREA,4000000.0,14.0,2200.0,2,72000.0,1.0,0,1,13.0
2012 Aveo Very Fresh,1000000.0,14.0,1399.0,1,58000.0,3.0,0,0,13.0
Hyundai Grand I 10 Asta,200000.0,18.0,1197.0,1,40000.0,2.0,1,0,10.0
✨ Nissan Terrano XL 2018 Model On Sale,2275000.0,12.0,1599.0,1,40000.0,1.0,0,0,7.0
Scorpio Jeep For Rent,6999.0,12.0,2200.0,2,28728.0,1.0,0,1,7.0
Chevrolet Spark 2009 Model  ,575000.0,12.0,995.0,1,72000.0,1.0,1,1,16.0
Volkswagen tiguan ,3000000.0,10.0,2000.0,1,61000.0,1.0,0,1,14.0
Sangyong kyron ,1600000.0,10.0,2000.0,2,60.0,1.0,0,1,17.0
Suzuki Grand vitara for sale ,1300000.0,10.0,2000.0,1,71000.0,1.0,0,1,23.0
Kia Seltos HTK Plus 2022 Model,5500000.0,14.0,1500.0,1,9576.0,1.0,0,0,3.0
2013 sunny japnese doctor use sale exng50%loan. ,1550000.0,14.0,1400.0,1,43000.0,3.0,0,0,12.0
VW Golf 1.6 German Made,2000000.0,10.0,1600.0,1,92000.0,2.0,0,0,15.0
Chery QQ Sasto car under 5 lakhs exchange offer,525000.0,18.0,800.0,1,52.0,1.0,1,0,16.0
Full Option Single Owner 2016 Renault Duster 4WD,2750000.0,18.0,1500.0,2,65000.0,1.0,0,1,9.0
Toyota Land Cruiser Prado (Sale or Rent),7100000.0,10.0,3000.0,2,86000.0,1.0,0,1,18.0
Ford Endeavour Titanium 2020 Model with Sunroof,12500000.0,12.0,2800.0,2,19152.0,1.0,1,1,5.0
Daihatsu Sirion 2003,575000.0,16.0,989.0,1,130000.0,6.0,1,0,22.0
maruti omni van 8 seater,530000.0,15.0,850.0,1,71820.0,5.0,0,0,16.0
Suzuki Celerio Car for sal  Model-2018,1825000.0,16.0,998.0,1,42000.0,2.0,0,0,7.0
Maruti Suzuki Swift 2009 Model Single hand ,1350000.0,14.0,1300.0,1,71000.0,3.0,0,0,16.0
Toyota Land cruiser Prado TX 2017 Model,15500000.0,12.0,3000.0,2,40000.0,1.0,0,1,8.0
Tata Ev Taxi 2023,4000000.0,14.0,5500.0,3,60000.0,3.0,1,0,2.0
TATA ZEST XM (DIESEL),1849000.0,18.0,1248.0,2,50581.0,3.0,0,0,8.0
Mitsubishi Pajero Sports 2021 Model Autogear,16500000.0,12.0,2500.0,2,14364.0,1.0,1,1,4.0
DFSK glory 580 ,4500000.0,10.0,1500.0,1,13000.0,1.0,0,0,6.0
Jeep compass Parts available.,1.0,10.0,1990.0,1,1.0,1.0,0,1,6.0
Suzuki Swift ZXI 2014 On Sale [No Exchange],1875000.0,15.0,1197.0,1,47000.0,2.0,0,0,11.0
ECCO van 2013 model,975000.0,18.0,1196.0,1,90000.0,5.0,0,0,12.0
Renault Duster Rxs 2017 For Sale,2275000.0,12.0,1498.0,2,56000.0,1.0,0,0,8.0
KIA SPORTAGE FOR SALE,2275000.0,10.0,2000.0,2,62244.0,1.0,0,1,14.0
Toyota Rav4 2010 4/4,2500000.0,12.0,2400.0,1,92000.0,1.0,0,1,15.0
Winger van mini bus (Full option),2700000.0,12.0,2200.0,2,17000.0,5.0,1,0,6.0
Swift Maruti Suzuki Vxi 2016,1950000.0,15.0,1200.0,1,65000.0,2.0,1,1,9.0
urgent sale,1250000.0,15.0,1248.0,1,53000.0,6.0,0,0,11.0
Kia Sportage Disel 2000 Crdi,4800000.0,16.0,2000.0,2,48000.0,1.0,0,1,8.0
2015 MODEL FRESH  DIESEL  CRETA JEEP ON SALE,2900000.0,18.0,1582.0,2,77000.0,1.0,0,0,10.0
सुजुकी ब्रेजा जेडडीआई प्लस २०१६ मोडल,2700000.0,18.0,1248.0,2,36.0,1.0,0,0,10.0
Hyundai tucson 4wd,30.0,13.0,2000.0,2,90000.0,1.0,0,1,14.0
2013 Honda Amaze Manual Car On Sale,1700000.0,18.0,1198.0,1,61000.0,3.0,0,0,12.0
Hyundai i20 Magna 2010 model for SALE!,1400000.0,10.0,1200.0,1,53000.0,2.0,0,0,15.0
Car For Sale || Tata Indigo Tdi,525000.0,18.0,1405.0,2,129154.0,3.0,0,0,16.0
Zotye 1.3 in superb condition for sale. Hurry up.,1000000.0,12.0,1300.0,1,123241.0,1.0,0,0,16.0
RUSH AMT 2018,5800000.0,14.0,1496.0,1,55500.0,1.0,1,0,7.0
Swift Desire 2010,1175000.0,18.0,1200.0,1,112000.0,2.0,1,0,15.0
Skoda Yeti for Sale 2012 Model (4X4),2100000.0,17.7,2000.0,2,88000.0,1.0,0,1,13.0
Suzuki Celerio,1775000.0,18.0,1000.0,1,25000.0,2.0,0,0,6.0
Toyota Etios-14 model for Sale,1750000.0,18.0,1400.0,1,70000.0,1.0,0,1,0.0
Kia Sportage 2019 Fresh,4950000.0,11.0,1998.0,1,53000.0,1.0,0,0,6.0
Hyundai Santro,850000.0,15.0,1086.0,1,70000.0,2.0,0,0,21.0
Toyota Rav4,6100000.0,12.0,2500.0,1,47000.0,1.0,0,1,9.0
volkswagon touarage,6950000.0,12.0,3000.0,2,90000.0,1.0,1,1,14.0
Daihatsu Terios 2005 Model 4WD,1250000.0,14.0,1300.0,1,93000.0,1.0,0,1,20.0
Datsun Redi Go  December 2016,950000.0,15.0,800.0,1,9500.0,2.0,0,0,9.0
NISSAN KICKS ,3599000.0,18.0,1498.0,2,23940.0,1.0,1,0,6.0
Volkswagen polo 1.6 (2013),1600000.0,14.0,1600.0,1,60000.0,2.0,0,0,12.0
Hyundai Elantra GLS 2014 Model,2400000.0,14.0,1500.0,1,47880.0,3.0,0,0,11.0
Omni van on sell . smooth condition Direct call,400000.0,18.0,800.0,1,98023.0,5.0,0,0,11.0
Electric Carriage/ Bihe Ko Baggi,60000.0,18.0,30.0,3,70.0,6.0,1,0,3.0
FIAT Avventura 1.4 Dynamic 2015 model,1350000.0,14.0,1368.0,1,68000.0,1.0,0,0,10.0
Toyota Land Cruiser (1Hz engine),3300000.0,12.0,4200.0,2,121227.75,1.0,0,1,29.0
Geely mk1.5 ,650000.0,12.0,1498.0,1,40.0,3.0,0,0,15.0
"Hyundai Accent On Sale 
Cn 9808069712",1100000.0,15.0,1400.0,1,74000.0,3.0,0,0,16.0
Hyundai I20 Asta 2010 Full Option On Sale,1525000.0,15.0,1200.0,1,41000.0,2.0,0,0,15.0
Suzuki ignis alpha dual tone ,2100000.0,15.0,1200.0,1,45.0,1.0,1,0,8.0
hyundai i 10 1.2 magna car for sale,1250000.0,13.0,1200.0,1,48000.0,6.0,0,0,15.0
Nissan X-trail 2016 single hand auto with sunroof,5500000.0,10.0,2000.0,1,38304.0,1.0,1,1,9.0
Hyundai Tucson 2019 November full maintain,6000000.0,12.0,2000.0,1,39000.0,1.0,0,0,6.0
Chevrolet Car on sell ,835000.0,15.0,1200.0,1,55000.0,3.0,0,0,16.0
Honda amaze well condition Daisai Offer,1350000.0,15.0,1200.0,1,82000.0,3.0,0,0,12.0
FOR SALE,3500000.0,12.0,2696.0,2,61000.0,1.0,0,1,12.0
Nissan Super Sunny -model 2008,1100000.0,14.0,1597.0,1,60275.0,3.0,0,0,17.0
Nissan Sunny -Petrol,1100000.0,14.0,1600.0,1,60267.0,3.0,0,1,17.0
MG petrol,3500000.0,10.0,1600.0,1,32000.0,1.0,1,0,6.0
Suzuki Swift 2010,1350000.0,14.0,1249.0,1,62000.0,2.0,0,0,15.0
Creta S 1497 cc,4300000.0,14.0,1497.0,1,18000.0,1.0,1,1,5.0
Mitsubishi Pajero (2017 Model),15000000.0,12.0,3200.0,2,44000.0,1.0,1,1,8.0
Urgent! Bolero camper pick up double cabin sale ,1599999.0,14.0,6000.0,2,38304.0,4.0,0,0,9.0
Car,1385000.0,18.0,1197.0,1,52000.0,3.0,0,0,15.0
MG GS for sale,3000000.0,11.0,1490.0,1,28728.0,1.0,1,0,7.0
Honda BRV IVTEC 2017 Model (7 seater),3200000.0,14.0,1500.0,1,39000.0,1.0,0,0,8.0
Chevrolet UVA-AVEO LT 2008 Full Option,650000.0,15.0,1200.0,1,68000.0,2.0,1,0,17.0
Bolero camper double cabin pick up for sale,1599999.0,14.0,6000.0,2,38304.0,4.0,0,0,9.0
Peugeot 308cc convertible,11500000.0,10.0,2000.0,1,33000.0,3.0,1,0,13.0
hyundai i10  full option for sale 9851249975,1350000.0,15.0,1197.0,1,72000.0,6.0,0,0,15.0
Datsun car for sale,1500000.0,14.0,800.0,1,27000.0,2.0,1,0,8.0
2017 Ford Ranger,10000000.0,10.0,3200.0,2,40000.0,4.0,0,1,8.0
Special custom build full 4WD Scorpio for sale ,2400000.0,12.0,2600.0,2,90000.0,1.0,0,1,18.0
Peugeot 3008  Model - 2018,7500000.0,12.0,1598.0,1,88562.0,1.0,1,0,7.0
Japanese Daihatsu sirion 2001,400000.0,15.0,1000.0,1,110124.0,2.0,0,0,24.0
Scorpio Lx on sale,1500000.0,10.0,2600.0,2,105000.0,1.0,0,0,16.0
Baleno|Delta|2018 model|4000kms|Sale,3000000.0,17.0,1.0,1,4000.0,2.0,0,0,7.0
JEEP SINGLE OWNER,1650000.0,12.0,2200.0,2,50000.0,1.0,0,1,29.0
TATA Zest XM  Model - 2015,1500000.0,17.0,1193.0,1,83000.0,3.0,0,0,10.0
Hyandai Santro car for sale,975000.0,12.0,1200.0,1,100000.0,2.0,0,0,18.0
Chevrolet Aveo 2011 Mode,1099999.0,14.0,1600.0,1,60000.0,3.0,0,0,14.0
Hyundai Tucson 2019 Model,6500000.0,10.0,2000.0,1,23940.0,1.0,0,1,6.0
Kia Carens 7 Seater,1050000.0,13.0,1991.0,2,92000.0,3.0,0,0,21.0
Single Hand - Maruti Suzuki Omni Seater Van,630000.0,15.0,800.0,1,50000.0,5.0,0,0,13.0
Car on sell,1899000.0,15.0,1200.0,1,45000.0,2.0,0,0,10.0
Japanese Suzuki Grand Vitara 2006 Urgent Sale !!,1950000.0,10.0,2000.0,1,61000.0,1.0,0,1,19.0
Nissan full luxury car,950000.0,14.0,6000.0,1,81396.0,3.0,0,0,18.0
Electric Taxi Automatic For Booking Open,4600000.0,18.0,307.0,3,307.0,3.0,1,0,2.0
ford figo titanium ,1200000.0,10.0,1196.0,1,62000.0,2.0,0,0,12.0
2013 Model Tata Sumo Gold Cx On Sale,1100000.0,11.0,2966.0,2,180000.0,1.0,0,0,12.0
Maruti Suzuki Ritz,1100000.0,15.0,1200.0,1,60000.0,2.0,0,0,14.0
Renault Triber Contact 9801846266,2299999.0,14.0,1000.0,1,53500.0,2.0,0,0,4.0
Jeep Compass Trailhawk 2020 auto 4wd sunroof,8400000.0,13.0,1956.0,2,38000.0,1.0,1,1,5.0
कार taxi आदी सबै यक ठाउँ Pls Visit Our Location,4575000.0,15.0,800.0,1,62385.0,5.0,1,0,13.0
S10 Picup 2021,4000000.0,12.0,2100.0,2,37000.0,4.0,1,1,4.0
Toyota Hilxu Japanese,1825000.0,12.0,2779.0,2,121227.75,4.0,0,1,31.0
TAXI TATA X PREST T AND ALTO HYUNDAI ETS,4555000.0,18.0,55.0,3,307.0,3.0,1,0,2.0
Full Option 2015 Hyundai Creta Diesel SX,3350000.0,18.0,1600.0,2,71000.0,1.0,0,0,16.0
Honda civic 2017,7000000.0,12.0,1800.0,1,30000.0,3.0,1,0,8.0
SUZUKI OMNI VAN 2007,450000.0,16.0,800.0,1,50000.0,5.0,0,0,18.0
Ford Classic 2011 Model On Sale,1100000.0,10.0,1600.0,1,62244.0,3.0,0,0,14.0
Escort Road Roller,2099999.0,12.0,3000.0,2,8000.0,6.0,1,1,8.0
Tata Tipper 6 Wheeler,1299999.0,12.0,4500.0,2,38000.0,4.0,0,0,7.0
Chevrolet 2011,600000.0,18.0,1.2,1,62244.0,2.0,1,0,14.0
Van Maruti,400000.0,18.0,800.0,1,80.0,5.0,1,0,13.0
Car-Datsun Go full option,1200000.0,15.0,1200.0,1,58000.0,6.0,1,1,10.0
Hyundai Tucson 2012 Fully Loaded Automatic,3600000.0,10.0,1999.0,2,68500.0,1.0,1,1,13.0
Isuzu dmax,2500000.0,14.0,6000.0,1,70000.0,4.0,0,1,7.0
Car on Sale - Home to Office n Office to Home.,1300000.0,18.0,1000.0,1,75000.0,2.0,0,0,13.0
Toyota's Hilux revo 2016,8500000.0,12.0,2800.0,2,65000.0,4.0,0,1,9.0
MARUTI SUZUKI DZIRE 2013,1455000.0,16.0,1100.0,1,60000.0,3.0,1,0,12.0
Skoda Laura 2012 Diesel,1500000.0,12.0,2000.0,2,90000.0,3.0,0,0,13.0
Volkswagen Polo 1.6 Highline 2019 1600 Cc,2500000.0,14.0,1600.0,1,30000.0,2.0,0,0,6.0
Datsun Redigo 2021,1200000.0,15.0,1000.0,1,29000.0,2.0,1,0,4.0
toyota sera 1991,1300000.0,14.0,1600.0,1,121227.75,3.0,0,0,34.0
Mitsubishi Pajero DI-D 2014,8900000.0,16.0,3.2,2,80.0,1.0,1,1,11.0
Grand Vitara 2023,6299000.0,18.0,1500.0,4,300.0,1.0,0,1,2.0
Ford EcoSport Titanium 2015 Petrol,2200000.0,14.0,1498.0,1,35000.0,,0,0,12.0
Skoda Yeti 4*4,3000000.0,13.0,2000.0,2,55000.0,,0,1,12.0
Higer Bus 41 Seater  Nepal,12275000.0,14.0,6000.0,2,19152.0,,0,0,5.0
Higer Bus 37 Seater  Nepal,12075000.0,14.0,6000.0,2,19152.0,,0,0,5.0
Higer Bus 31 Seater  Nepal,10425000.0,14.0,5200.0,2,19152.0,,0,0,5.0
Higer Bus 27 Seater  Nepal,8375000.0,12.0,4215.0,2,19152.0,,0,0,5.0
Tata Super Ace On Sell,500000.0,12.0,1200.0,2,70000.0,5.0,0,0,11.0
KIA Picanto on urgent sale. Very fresh condition.,690000.0,12.0,1100.0,1,80.0,2.0,0,0,21.0
Bolero Pick-up Fb On a Salles.,1400000.0,12.0,2523.0,2,90000.0,4.0,1,0,8.0
GEELY MK 1.5MT SEDAN CAR,700000.0,14.0,1498.0,1,67032.0,3.0,0,0,15.0
Mahindra Supro cargo van,625000.0,15.0,997.0,2,85000.0,4.0,0,0,8.0
Maruti Suzuki Dezire ZXI,1750000.0,14.0,1200.0,1,51000.0,2.0,0,0,11.0
Pickup truck ,1350000.0,12.0,2523.0,2,38304.0,4.0,0,0,9.0
2015 sx 1.6 disel very fresh creta,3550000.0,13.0,1600.0,2,54000.0,1.0,0,0,10.0
Toyota corolla AE100,600000.0,14.0,1498.0,1,100000.0,3.0,1,0,33.0
kia Sportage 2019 for sale or exchange,5500000.0,10.0,2000.0,1,13400.0,1.0,0,0,6.0
HYUNDAI MAGNA I10 1.2 SILVER COLOUR FULL OPTIONS,1275000.0,16.0,1200.0,1,68000.0,2.0,1,1,16.0
2021 Eeco Cargo Van,1375000.0,18.0,1200.0,1,15000.0,5.0,1,0,4.0
Ashoka Layland 1478 cc,730000.0,18.0,1478.0,2,38304.0,4.0,0,1,9.0
Ford EcoSport Titanium,2799999.0,14.0,1498.0,1,25000.0,1.0,0,0,10.0
Renault kiger on sale,2400000.0,14.0,999.0,1,14500.0,1.0,0,0,4.0
Alto Car Urgent Sell भीसा लागेको ले,520000.0,15.0,1061.0,1,151.0,6.0,1,0,23.0
