name,price,used_for,colour,mileage,engine_cc,fuel,kilometer_run,waranty,types,is_automatic,is_4WD,age
Grand I 10 Magna 1.2 (2019 Model) (Hyundai),"रू. 25,50,000",,Silver,16.0,1196.0,1,17000.0,,,0,0,6
sky vetor dozer on sale (Other Brands),"रू. 45,00,000",,,,,2,,,,0,1,8
TATA VISTA 2010 FOR SALE (Tata),"रू. 7,00,000",4 YEARS,INFINITE BLACK,15.0,1300.0,1,84000.0,,,0,0,15
School bus sale (Other Brands),"रू. 10,50,000",School,Yellow,10.0,3200.0,2,60000.0,No,,1,0,12
tata motors super ace (Tata),"रू. 6,50,000",सामान वसार पसार गर्ने ।,सेतो,12.0,1400.0,2,150.0,इन्जिन 1 बर्ष बेटरि 6 महिना।,,0,0,10
Mazda 3 (Mazda),"रू. 12,75,000",17 years,grey,14.0,1600.0,1,36000.0,none,,0,0,20
toyota corolla old vintage 1975 car (Toyota),"रू. 5,00,000",,,,1200.0,1,50000.0,,,0,1,50
"2006 model suzuki japanese vitara 4wd,fully loaded (Maruti Suzuki)","रू. 19,50,000",,Silver,,2000.0,1,75000.0,,,0,1,19
Urgent sale Maruti van 2018 Model good condition (Maruti Suzuki),"रू. 7,00,000",Delrvery purpose,white,15.0,796.0,1,63000.0,no,,1,1,7
SWIFT LXI 2005 (Urgent Sale ) All Tax cleared (Maruti Suzuki),"रू. 8,99,999",,Silver,,1200.0,1,70000.0,,,0,0,20
Hyundai creta sxo petrol 2019 (Hyundai),"रू. 48,50,000",,White,14.0,1598.0,1,41000.0,,,0,0,6
four sale swift zxi 2017 model (Maruti Suzuki),"रू. 22,50,000",,,15.0,1200.0,1,35680.0,,,0,0,8
Japanese Model Mazda 3 On Sale Air Bag N Abs Fresh (Mazda),"रू. 9,50,000",15 Years,Blue,10.0,1600.0,1,61000.0,w,,0,0,21
pick up van bikrima (Maruti Suzuki),"रू. 2,00,000",,white,16.0,800.0,1,20000.0,,,0,0,26
Brezza Zxi + petrol 2021 Single owner 9851138810 (Maruti Suzuki),"रू. 39,75,000",1 year,WhIte,15.0,1500.0,1,18500.0,,,0,0,4
Single hand Honda Jazz VMT Fully Loaded 2016 (Honda),"रू. 24,75,000",Private,Morun metallic,12.0,1200.0,1,37000.0,Yes,,0,0,9
Santro (Hyundai),"रू. 12,50,000",7 month,Silver,13.0,1096.0,1,78000.0,,,0,0,16
sales (Mahindra),"रू. 12,00,000",comercial,white,,2523.0,2,127130.0,,,0,0,9
indica 2007 model DLE (Tata),"रू. 5,00,000",home to office,white,18.0,1400.0,2,53000.0,no,,1,0,18
Hilux 2010 (Toyota),"रू. 35,00,000",Home,Silver,15.0,2500.0,2,100000.0,No warrant,,0,1,15
Car (Volkswagen),"रू. 14,90,000",Nepal,White,14.0,1600.0,1,38000.0,No,,1,1,14
I10 on sale (Hyundai),"रू. 16,00,000",,Gray,14.0,1100.0,1,33000.0,,,0,0,13
Hyundai i20 active 2016 model in sell (Hyundai),"रू. 26,50,000",,white,,1200.0,1,40000.0,,,0,0,9
Urgent sale Hundai i20 Active (Hyundai),"रू. 29,50,000",Home,Sleek Silver,12.0,1200.0,1,53000.0,,,1,0,10
Kia Sportage 2016 model single handed in sell (Kia),"रू. 57,00,000",,grey,,,2,,,,0,1,9
Nissan Datsun Redi Go Brand New Condition 5000k (Datsun),"रू. 17,50,000",,White,,1000.0,1,5000.0,,,0,0,4
santro full option (Hyundai),"रू. 12,00,000",personal use,red,12.0,1000.0,1,42000.0,no,,1,0,20
Alto Taxi 2019 (Maruti Suzuki),"रू. 2,80,000",3 years,White,17.0,800.0,1,125000.0,,,0,0,6
Scorpio double cab 4wd (Mahindra),"रू. 25,75,000",5 years,Silver,12.0,2200.0,2,88000.0,,,0,1,8
Toyota AVANZA 7 Seater (Toyota),"रू. 17,50,000",,,,,1,,,,0,0,2025
Kia picanto 2008 (Kia),"रू. 8,80,000",,Red,,1086.0,1,70000.0,,,0,0,17
FULL FRESH FULLY LOADED HYUNDAI TUCSON ON SALE (Hyundai),"रू. 18,75,000",13 years,Light blue green,17.0,2000.0,2,66000.0,,,0,1,17
Tucson for sale (Hyundai),"रू. 18,50,000",2,light sky blue,15.0,2000.0,2,560000.0,no,,0,1,18
Maruti Suzuki Swift 2015 Vxi Single Use For Sale (Maruti Suzuki),"रू. 18,75,000",5 year,Grey,16.0,1200.0,1,48000.0,Yes,,0,0,10
Honda City 2014 (Honda),"रू. 20,99,000",9 years,Maroon,12.0,1500.0,1,55000.0,,,0,0,11
hyundai eon (Hyundai),"रू. 9,00,000",,silver,14.0,814.0,1,40000.0,,,0,0,13
Hyundai i20 Asta Dual Tone (Hyundai),"रू. 27,00,000",,White,,1200.0,1,,,,1,0,8
tipper (Tata),"रू. 38,00,000",aa,white,40.0,5883.0,2,50000.0,no,,0,1,6
Maruti Suzuki Zen for sale ! (Maruti Suzuki),"रू. 4,50,000",,sky Blue,17.0,993.0,1,27000.0,,,0,0,23
Maruti Suzuki Brezza Zdi plus 2018 (Maruti Suzuki),"रू. 32,00,000",personal,White,14.0,1400.0,2,43000.0,,,0,0,7
Suzuki Swift ZXI (Maruti Suzuki),"रू. 23,00,000",Personal Home Office inside ktm,Metallic Magma Grey,15.3,1248.0,1,30000.0,,,0,0,9
I20 Sportz Brand New Car for sale. (Hyundai),"रू. 36,00,000",1 Yr,White,20.0,1200.0,1,16000.0,,,0,0,4
Taxi on sell (Maruti Suzuki),"रू. 2,11,000",,,,,1,,,,1,1,10
Renault Duster RXZ+ AWD 2017 DCI for Sale (Renault),"रू. 34,00,000",6Yrs,Grey,12.0,1500.0,2,45000.0,Manufacturer/Importer,,1,1,8
Tata nano(Sky blue) (Tata),"रू. 4,15,000",10years,Sky blue,17.0,624.0,1,32564.0,No,,1,1,-44
endeavor (Ford),"रू. 1,10,00,000",,white,12.0,3200.0,2,62000.0,,,1,1,9
maruti swift (Maruti Suzuki),"रू. 26,50,000",Few time,Silver,19.0,1200.0,1,11000.0,Company..,,0,0,5
Hyundai i10 Magna 2014 (Hyundai),"रू. 17,00,000",,Maroon Red,,1200.0,1,39000.0,,,0,0,11
DATSUN GO 1.2 2016 FOR SALE (Datsun),"रू. 13,25,000",7Yrs,Maroon,12.0,1200.0,1,39000.0,Manufacturer/Importer,,0,0,9
sell (Maruti Suzuki),"रू. 32,00,000",,maroon color (red),14.0,1200.0,2,66000.0,,,0,0,7
Creta Sx + petrol for sale (Hyundai),"रू. 34,50,000",Private,White,12.0,1600.0,1,41000.0,,,0,0,9
Hyundai i20 Active S 2019 (Single Handed) (Hyundai),"रू. 32,00,000",personal Use,White,15.0,1400.0,1,39000.0,,,0,0,6
urgent sell (Tata),"रू. 36,00,000",,green,,1200.0,1,36000.0,,,1,0,4
Suzuki Balena (2017) For Sale! (Maruti Suzuki),"रू. 24,00,000",,,,,1,,,,0,0,8
Mitsubishi L200 - 4WD Pickup - Hilux Model (Mitsubishi),"रू. 20,50,000",,White,8.0,2500.0,2,79000.0,,,0,1,18
Hyundai Tucson 2009 (Hyundai),"रू. 21,00,000",personal Used,Akasilver,12.0,1191.0,2,65000.0,No Warranty,,0,1,16
Sell (Kia),"रू. 25,15,000",Prived,Grey,10.0,2000.0,2,71000.0,"No,",,0,1,16
Mahindra KUV 100 K8 (Mahindra),"रू. 22,50,000",personal,milavared,14.0,1198.0,1,35000.0,No warranty,,1,0,9
ford Figo titanium on sale (Ford),"रू. 10,00,000",,red,,1200.0,1,80000.0,,,0,0,14
Hyundai Tucson ix35 4WD (Hyundai),"रू. 36,50,000",personal,orange,12.0,1995.0,2,87000.0,No Warranty,,0,1,14
Toyota Land Cruiser Prado Vx (Toyota),"रू. 2,35,00,000",,Silver,,4461.0,2,85000.0,,,1,1,8
Ford Ranger Autogear 4wd 55 Lakh Bank Available (Ford),"रू. 88,00,000",,Grey,,3200.0,2,17000.0,,,1,1,5
Volkswagen Tiguan Allspace for sale (Volkswagen),"रू. 87,00,000",Driving,Uranus Grey,,1984.0,1,50000.0,,,1,1,8
Fresh condition Toyota RAV4 (Toyota),"रू. 34,90,000",,Red,,2400.0,1,84000.0,,,1,1,15
Toyota RAV4 2013 Model (Toyota),"रू. 65,00,000",,Grey,,2500.0,1,,,,0,1,12
urgent sale 9841395832 (Mahindra),"रू. 7,50,000",,,,2600.0,2,9.0,,,0,0,10
Maruti Suzuki Swift Dzire Zxi 2015 (Maruti Suzuki),"रू. 21,50,000",,Silver,,1197.0,1,40014.0,,,0,1,10
I10 sportz 1.2 for sale (Hyundai),"रू. 15,99,999",12 years,gry,13.0,1200.0,1,52000.0,no,,0,0,14
Kiger On Sell (Renault),"रू. 25,00,000",Private,Blue,15.0,1000.0,1,18000.0,Available,,0,0,4
i10 Hyundai Magna - Silver (Hyundai),"रू. 15,00,000",Personal use,Silver,14.0,1200.0,1,58000.0,No,,0,0,15
Single handed isuzu s-cab for sale (Other Brands),"रू. 29,75,000",5years,silver,13.0,2500.0,2,30000.0,no,,0,0,7
Ford Figo exi for sale (Ford),"रू. 12,25,000",10 years,silver,13.0,1200.0,1,4000.0,no,,0,0,12
TOYOTA RAV4 FOR SALE (Toyota),"रू. 33,00,000",personal purpose,silver,,2494.0,1,12000.0,,,1,1,10
"Toyota HILUX On Sale RS. 36,00,000 (Toyota)","रू. 36,00,000",Personal Commuting,White,,2755.0,2,,,,0,1,15
Well Maintained Swift Dzire VXI 2012 for sell (Maruti Suzuki),"रू. 17,00,000",10,Silver,13.0,1200.0,1,63000.0,,,0,0,13
vehicle available for sale (Other Brands),"रू. 15,00,000",,Red,120.0,15.0,3,3000.0,,,0,0,3
Tata bus 1512 euro 3 jodi bus sasto ma (Tata),"रू. 5,00,000",5 yrs,blue white,5.0,10000.0,2,60000.0,non,,0,1,9
KIA Sportage urgent sale (Kia),"रू. 18,75,000",14 years,maroon red,13.0,2000.0,2,68000.0,,,0,1,18
Hyundai Santafee (Hyundai),"रू. 80,00,000",,RED,,2199.0,2,,,,1,1,13
tata Indica (Tata),"रू. 5,50,000",,white,,,1,77000.0,,,0,0,18
Baleno (Maruti Suzuki),"रू. 21,50,000",personal,grey,,,1,57186.0,,,0,0,9
Tata sumo bikrima (Tata),"रू. 15,00,000",,black,,2800.0,2,,,,0,0,9
tucson (Hyundai),"रू. 17,50,000",16,blue,12.0,1992.0,2,160000.0,,,1,1,19
Hyundai Santro GL plus 2011 Model (Hyundai),"रू. 14,00,000",,Silver,,1086.0,1,97000.0,,,0,0,14
chevtolet (Chevrolet),"रू. 8,35,000",personal,grey,11.0,1400.0,1,70100.0,,,0,0,15
Single hand grand i10 magna 2018(airbag) on sale (Hyundai),"रू. 22,50,000",,Red,,1200.0,1,27000.0,,,0,0,7
Skoda fabia on sale (Skoda),"रू. 12,50,000",,silver,,1200.0,1,68000.0,,,0,0,13
Volkswagen Polo 1.6 Highline (Volkswagen),"रू. 21,00,000",6 yrs,Silver,,1600.0,1,49000.0,,,0,0,10
tata sumo gold ex 2014 (Tata),"रू. 12,50,000",privet,गोल्डेन,,2956.0,2,,,,0,0,11
Mahindra scorpio pickup (Mahindra),"रू. 24,00,000",,,,2200.0,2,,,,0,1,9
Super Fresh Condition 2007 Model Toyota Hilux (Toyota),"रू. 26,95,000",Personal,White,10.0,2500.0,2,80000.0,Some days,,0,1,18
Toyota Hilux (Toyota),"रू. 26,95,000",Personal,White,10.0,2500.0,2,80000.0,Some days,,0,1,18
Japanese Sirion on Sale (Daihatsu),"रू. 9,30,000",,silver,15.0,1300.0,1,78000.0,,,0,0,18
Tata nexon xza + on sell (Tata),"रू. 37,00,000",personal,silver,20.0,1200.0,1,5000.0,5 years,,1,1,4
New Electric taxi booking open (Tata),"रू. 45,00,000",,white,,,3,0.0,3 years warranty,,1,0,2
jamma 1350000 maa 15 ko tata sumo (Tata),"रू. 14,00,000",,selver,,,2,80000.0,,,1,0,10
Wagonr 2017 model vxi Car sale (Maruti Suzuki),"रू. 16,90,000",personal,red,17.0,999.0,1,31000.0,no,,0,0,8
Hyundai Kona EV 2021 with only 10000 Km (Hyundai),"रू. 55,50,000",,Grey,,,3,10000.0,,,1,0,4
KIA Sportage on Sale!! (Kia),"रू. 9,90,000",,Maroon,13.0,2200.0,2,143000.0,,,0,1,24
Hyundai i20 Magna 2013 (Hyundai),"रू. 17,35,000",10 Years,Chocolate,14.0,1197.0,1,44000.0,No warranty,,0,0,12
VOLKSWAGEN POLO GT TSI Autogear 2013 (Volkswagen),"रू. 24,50,000",,WHite,,1200.0,1,35000.0,,,1,0,12
Single Handed Eeco 7 Seater 2018 For Sell,"रू. 17,00,000",,Silver,12.0,1200.0,1,41000.0,,,0,0,7
Toyata Rav4 Autogear 2008 Model On Sale Urgent (Toyota),"रू. 38,00,000",,White,,2362.0,1,91000.0,,,1,1,17
Triber Renualt 2021 (Renault),"रू. 23,50,000",1.6 year,Metal Mustard,16.0,999.0,1,14000.0,Yes,,1,0,4
Fully fresh Hyundai grand i10 Magna (Hyundai),"रू. 22,25,000",,sleek silver,15.0,1197.0,1,33000.0,,,0,0,9
car on sale (Hyundai),"रू. 11,00,000",,grey,,1000.0,1,88000.0,,,0,0,17
TOYOTA AVANZA 7 Seater (Toyota),"रू. 17,50,000",,,,,1,,,,0,0,2025
Mitsubishi pajero 5 door for sale (Mitsubishi),"रू. 1,28,00,000",,,,3200.0,2,,,,1,1,9
grand vitara (Maruti Suzuki),"रू. 75,99,000",Brand new,Silver,29.87,1490.0,4,315.0,As per company rules,,0,1,2
Hyundai Creta (Hyundai),"रू. 35,85,000",,sleek sliver,,1591.0,1,57000.0,,,0,1,10
Toyota Hilux (Toyota),"रू. 78,00,000",,sliver,,2755.0,2,40000.0,,,0,1,7
Toyota Hilux (Toyota),"रू. 78,00,000",,silver,,2755.0,2,40000.0,,,0,1,7
tata winger school van (Tata),"रू. 10,00,000",,yellow,8.0,1900.0,2,82000.0,,,0,0,15
Toyota hilux (Toyota),"रू. 78,00,000",,silver,,2755.0,2,40000.0,,,0,1,7
Hyundai Creta (Hyundai),"रू. 35,90,000",,sleek silver,,1591.0,1,57000.0,,,1,0,10
Hyundai Creta (Hyundai),"रू. 35,85,000",,sleek silver,,1591.0,1,57000.0,,,0,0,10
2017 Hyundai Eon Era Plus (Hyundai),"रू. 13,50,000",,Silver,,814.0,1,33000.0,,,0,0,1818
Renault Kiger RXL MT Auto Gear (Renault),"रू. 27,85,000",,Moonlight Silver,,999.0,1,7000.0,,,1,0,4
SONET (KIA) (Kia),"रू. 32,00,000",,Intense red,,1200.0,1,11000.0,,,0,0,4
"comapany color, fully loaded, freshcreta sx plus (Hyundai)","रू. 36,50,000",home,silver,12.0,1600.0,1,39243.0,,,0,0,9
Hyundai Creta E Premium Loaded - Petrol (Hyundai),"रू. 54,56,000",,,,,1,,,,0,0,2
Loan 15 lakh - 17 lakh cash buy this auto captiva (Chevrolet),"रू. 17,00,000",,,,,2,,,,1,1,12
Grand i10 Magna 2014 (Hyundai),"रू. 18,75,000",,grey,,1197.0,1,42000.0,,,0,1,11
polo 1.6 high-Line 2016 (Volkswagen),"रू. 24,50,000",,orange,,1600.0,1,49000.0,,,0,0,9
Tata nexon xm s (Tata),"रू. 36,50,000",,White,,1200.0,1,17000.0,,,0,0,4
Hyundai getz (Hyundai),"रू. 9,25,000",,Blue,,1400.0,1,67000.0,,,0,0,17
nissan super saloon 2005 model on sale (Nissan),"रू. 11,00,000",,silver,,1600.0,1,100500.0,,,0,0,20
Excellent 9817874410 (Tata),"रू. 16,50,000",5 years,red,14.0,2956.0,2,125000.0,,,1,0,11
Single hand 2018 model Isuzu S-Cab sales & Exchang (Other Brands),"रू. 30,50,000",,,,2499.0,2,,,,0,0,7
Toyota echo (Toyota),"रू. 9,50,000",,grey,,1300.0,1,140000.0,,,0,0,22
Ecosport 2013 trend model (Ford),"रू. 17,75,000",,White,,1200.0,2,54500.0,,,0,0,12
scorpio m2 di crd (Mahindra),"रू. 11,85,000",,black,16.0,2523.0,2,,,,1,0,19
Maruti suzuki s cross (Maruti Suzuki),"रू. 25,00,000",,Gray,16.0,,2,,,,0,0,9
winger 14 seter 2018 ko fresh xa (Tata),"रू. 18,00,000",privet,silver,12.0,1900.0,2,,no,,0,0,7
Swift Zxi 2006 Single Hand (Maruti Suzuki),"रू. 13,90,000",17 years,Silver,14.0,1200.0,1,55000.0,Buy back,,0,0,19
Tata intra V20 on sale (Tata),"रू. 14,50,000",2 years,blue,12.0,1396.0,2,28000.0,,,0,0,5
Toyota Corolla lx new shape with double airbag (Toyota),"रू. 17,25,000",,Royal black,,1600.0,1,47000.0,,,0,0,18
Tata Tigor (Tata),"रू. 24,00,000",,red,,,1,,,,1,0,5
Tata Tipper (Tata),"रू. 18,00,000",3 yrs,blue,,,2,79000.0,,,1,0,8
fresh rio hatchback on sell with sunroof (Kia),"रू. 8,20,000",,orange,17.0,1400.0,1,65000.0,,,0,0,19
Mahindra bolero (Mahindra),"रू. 7,50,000",Marketing,White,,2523.0,2,,,,1,0,12
i20 active s (Hyundai),"रू. 26,50,000",,,,1200.0,1,,,,0,0,10
Hiace for sale (Toyota),"रू. 38,00,000",,White,,2800.0,2,,,,0,0,10
Family car on sale - Perodua viva (Perodua),"रू. 7,65,000",,Silver,,850.0,1,36000.0,,,0,0,17
Suzuki vittara 3 door (Maruti Suzuki),"रू. 8,75,000",,white,,1600.0,1,100000.0,No,,0,1,33
Bolero Maxx on Sell. (Mahindra),"रू. 14,00,000",,White,,,2,34000.0,,,0,0,7
well maintained fully fresh engine i20 on sale (Hyundai),"रू. 12,50,000",office,silver,16.0,1200.0,1,48000.0,no,,0,0,15
KIA Sorento (Kia),"रू. 55,00,000",,Silver,,,2,55000.0,,,1,1,16
Hyundai Creta 2017 (Hyundai),"रू. 33,90,000",,gre,,1598.0,1,41000.0,,,0,0,8
Omni cargo 2016 model (Maruti Suzuki),"रू. 5,50,000",,,,800.0,1,,,,0,1,9
Honda CR-V 2018 (Honda),"रू. 1,07,00,000",,White,,1500.0,1,8300.0,,,1,1,7
Fresh Maruti Car On Sales (Maruti Suzuki),"रू. 5,50,000",,Silky Silver,15.0,800.0,1,81155.0,,,0,0,19
wagan R 2008 vxi (Maruti Suzuki),"रू. 8,35,000",10 years,marron,16.0,1087.0,1,55000.0,,,0,0,17
Terios (Daihatsu),"रू. 15,00,000","family , office",red,10.0,1300.0,1,,,,0,0,26
Full fresh condition zyotee mini JEEP on sale (Other Brands),"रू. 9,95,000",12 years,Black,14.0,1300.0,1,48000.0,,,0,0,15
Vw poli 1.6 single hand (Volkswagen),"रू. 16,50,000",,Black,13.0,1600.0,1,47000.0,,,0,0,14
Suzuki Swift Dzire 2010 Vxi (Maruti Suzuki),"रू. 13,99,999",,White,16.0,1200.0,1,61000.0,,,1,0,15
Skoda Rapid 2021 with 15 lakh Finance (Skoda),"रू. 30,00,000",,White,,1000.0,1,21000.0,,,0,0,4
Hyundai I10 (2014 Model) (Hyundai),"रू. 17,00,000",9,maroon,16.5,1049.0,1,41848.0,,,0,0,11
2010 maruti suzuki ritz fully loaded (Maruti Suzuki),"रू. 10,99,000",all kind,silver,14.0,1200.0,1,750000.0,no,,0,0,15
Skoda Rapid 2013 (Skoda),"रू. 16,25,000",personal use,silver,22.0,,2,73000.0,yes,,0,0,12
Tata Tiago On Sale (Tata),"रू. 19,80,000",4 years,Coffee,15.0,1200.0,1,20000.0,,,0,0,6
Kia sportage lxi petrol (Kia),"रू. 48,50,000",4.5yrs,Silver,13.0,2000.0,1,52000.0,No,,0,0,7
all new Ford Fiesta titanium (Ford),"रू. 15,00,000",personal,gray,18.0,1500.0,2,96000.0,no,,0,0,12
Mahindra Bolero 2009 model for sale (Mahindra),"रू. 8,90,000",,White,,2523.0,2,,,,0,0,16
Ford Eco sport (2015) white (Ford),"रू. 21,50,000",personal,white,,1500.0,1,70000.0,,,0,0,10
407 Tata Mini Trac Sell (Tata),"रू. 9,25,000",5 years,Ghum,10.0,,2,40000.0,No,,0,0,8
2010 Model New Shape I10 Magna 1.2 On Sale (Hyundai),"रू. 14,75,000",10 Years,Grey,14.0,1200.0,1,61000.0,@,,0,0,15
Hyundai Getz 2009 Model Full Option (Hyundai),"रू. 9,20,000",,,,1350.0,1,72000.0,,,0,0,16
Excellent Condition Suzuki Eeco van 2012 on Sale (Maruti Suzuki),"रू. 12,25,000",,Grey,12.0,1200.0,1,48000.0,,,0,0,13
Excellent Condition Suzuki Swift Zxi 2008 on sale (Maruti Suzuki),"रू. 13,99,999",,Azure Grey,13.0,1300.0,1,66000.0,,,0,0,17
Hyundai i10 (Hyundai),"रू. 24,00,000",2 years,silver,2025.0,1200.0,1,26500.0,no,,0,0,5
Tata sumo ex gold (Tata),"रू. 11,75,000",SUV/Jeep,gold,,2956.0,2,93000.0,,,0,0,12
Suzuki Swift Dzire VXI 2009 (Maruti Suzuki),"रू. 11,90,000",,silver,,1200.0,1,60000.0,,,0,0,16
Very Fresh Car for Sale(2016) (Skoda),"रू. 19,75,000",6 years,White,16.0,1.4,2,60000.0,No,,0,0,9
Rav4 (Toyota),"रू. 65,00,000",4,Grey,,2500.0,1,55000.0,1,,0,0,12
Hyundai Matrix with Sunroof (Hyundai),"रू. 6,50,000",,,,,1,,,,0,0,22
Toyota avanza 2006 for sales (Toyota),"रू. 18,00,000",Prosnal,silver,11.0,1300.0,1,8500.0,No,,1,0,19
Ford Freestyle Titanium On Sale (Ford),"रू. 24,95,000",,White,,1200.0,1,28800.0,,,1,0,7
Jyoti For Sale (Other Brands),"रू. 10,50,000",Bharosa,Red,12.0,1500.0,1,76000.0,,,0,0,14
Lxi Alto (Maruti Suzuki),"रू. 13,50,000",Bharosa,White,16.0,800.0,1,56000.0,,,0,0,9
Scorpio S5+ 2020 Model (Mahindra),"रू. 42,00,000",,white,,,2,,,,0,1,5
vitara brezza zdi+ (Maruti Suzuki),"रू. 30,25,000",5,white,17.0,1250.0,2,50000.0,no,,0,0,8
Suzuki swift zxi 2014 (Maruti Suzuki),"रू. 20,00,000",,silver,14.0,1500.0,1,,,,0,0,11
Scorpio S4 Plus 2017 model (Mahindra),"रू. 36,00,000",,Blue,,,2,,,,0,1,8
Mahindra tipper (Mahindra),"रू. 18,00,000",personal construction,blue,,2609.0,2,23000.0,,,1,0,7
FORD ECO SPORTS IN IMMACULATE CONDITION (Ford),"रू. 23,50,000",4 YRS,GREY,,1500.0,1,35500.0,,,0,0,7
"Swift Dzire vxi ,2008 model, petrol,9851016822 (Maruti Suzuki)","रू. 12,50,000",,grey,,1300.0,1,66235.0,,,0,0,17
"Nios grand i10 magna,2021 model, petrol,9851016822 (Hyundai)","रू. 27,75,000",,graynite,,1200.0,1,12000.0,,,0,0,4
Singelhand 2018 breeza zdi+ with finance (Maruti Suzuki),"रू. 33,50,000",3 years,Blue white,18.0,1300.0,2,32000.0,,,0,0,7
"Grand i10 magna ,2017 model,9851016822,Finance hnx (Hyundai)","रू. 22,25,000",,red,,1200.0,1,33256.0,,,0,0,8
"full option Swift zxi ,2014 model,9851016822 (Maruti Suzuki)","रू. 20,75,000",,silver,,1200.0,1,42136.0,,,0,0,11
"Swift zxi with push button,2017 model, petrol, (Maruti Suzuki)","रू. 25,50,000",,silver,,1200.0,1,39523.0,,,0,0,8
"Eeco van 7 seater with airbag Petrol,2020 model, (Maruti Suzuki)","रू. 18,50,000",,silver,,1200.0,1,23000.0,,,0,0,5
"Hyundai Grand I10, 2018 Model, Only 17000km Silver (Hyundai)","रू. 23,50,000",private (home-office),silver,,1200.0,1,17000.0,upto 2025 March,,0,0,7
2020 Wagon r new 1200cc facelift with 75% finance (Maruti Suzuki),"रू. 21,90,000",2 years,Grey silver,18.0,1200.0,1,17300.0,,,0,0,6
Suzuki Alto Lxi 2018 Model (Maruti Suzuki),"रू. 13,99,000",,Silver,,800.0,1,42000.0,,,0,0,7
Hilux Tiger 2002 model (Toyota),"रू. 16,25,000",Official purpose,Green,10.0,3000.0,2,150000.0,,,0,1,23
Maruti Suzuki Wagon R VXI 2013 last model (Maruti Suzuki),"रू. 14,05,000",9 years,White,21.0,998.0,1,46160.0,,,0,0,12
Hyundai Verna SX 1.6 (Hyundai),"रू. 19,50,000",personal,Blue,12.0,1600.0,1,71000.0,,,0,0,13
Maruti Suzuki Ciaz ZXI | 2015 |45000km (Maruti Suzuki),"रू. 25,00,000",Personal,Silver,17.0,1400.0,1,45000.0,,,0,0,10
nexon xz+ petrol 2020 single ownership (Tata),"रू. 32,50,000",,,,,1,35000.0,,,0,0,5
Toyota Rav 4 Auto Gear 9741819070 (Toyota),"रू. 12,45,000",,white,,1997.0,1,,,,1,1,27
Tata nissan CRX (Mahindra),"रू. 7,50,000",,,,,2,,,,0,0,16
Tata zest xt 2016 model for sale (Tata),"रू. 18,50,000",,Pearl white,,1200.0,1,39000.0,,,0,0,9
"Perodua myvi 2009 model, excellent condition (Perodua)","रू. 7,70,000",,silver,12.0,1300.0,1,75000.0,,,1,0,16
2018 model Mahindra Electric car E2O plus P6 (Mahindra),"रू. 19,75,000",,silver,,,3,,,,1,0,7
Nissan Navara (Nissan),"रू. 12,00,000",,white,,,2,,,,0,1,20
2015 Model Daihatsu Terios 4 wd drive 9847699255 (Daihatsu),"रू. 44,50,000",,grey,,1500.0,1,43000.0,,,0,1,10
maruti suzuki wagner (Maruti Suzuki),"रू. 15,50,000",5,grey metalic,20.0,1000.0,1,48.0,non,,0,0,11
Tata Yodha on sale (Tata),"रू. 13,00,000",,white,,,2,46000.0,,,1,0,7
Swift zxi 2016 (Maruti Suzuki),"रू. 23,75,000",,silver,,1200.0,1,38000.0,,,0,0,9
Grand i10 Asta 2016 (Hyundai),"रू. 23,75,000",,silver,14.0,1200.0,1,52000.0,,,0,0,9
Toyota Corolla Lx Fully Loaded Double Airbags (Toyota),"रू. 17,50,000",,Royal blue,,1600.0,1,47000.0,,,0,0,18
Maruti Delivery Van (Maruti Suzuki),"रू. 5,05,000",Household use,White,15.0,800.0,1,52500.0,,,0,0,10
Maruti suzuki Celerio Vxi Auto 2014 model for sale (Maruti Suzuki),"रू. 18,00,000",,Light green,,1000.0,1,47000.0,,,1,0,11
Ford Figo Single Woner No Dent Super Fresh Car (Ford),"रू. 16,50,000",,Red,,1200.0,1,43000.0,,,0,0,8
Toyota Avanza 7 seater for sale 2013 model (Toyota),"रू. 21,50,000",,Silver,,1300.0,1,53000.0,,,0,0,12
Mahindra Bolero DC 2017 pickup for sale (Mahindra),"रू. 19,50,000",,White,,2523.0,2,38000.0,,,0,1,8
Hyundai i20 sports 2010 model for sale (Hyundai),"रू. 15,50,000",,Dark maroon,12.0,1200.0,1,73747.0,,,0,0,15
Maruti suzuki eco van for sale 2016 model (Maruti Suzuki),"रू. 14,50,000",,Silver,,1200.0,1,54590.0,,,0,0,9
Grand i 10 Astha 14 modrl (Hyundai),"रू. 19,50,000",,Gray,15.0,,1,63000.0,,,0,0,11
sentro Xing (Hyundai),"रू. 11,50,000",,white,,1086.0,1,60000.0,,,0,0,16
Ford Figo On Sale (Ford),"रू. 9,99,999",Year,Black,13.0,1199.0,1,53000.0,No,,0,0,14
suzuki brezza (Maruti Suzuki),"रू. 41,00,000",2years,red black,,1500.0,1,24500.0,,,0,0,4
4w Suv On Sale In Very Very Barand New Condition (Mahindra),"रू. 23,99,999",Few year,White,14.0,0.0,2,49000.0,No,,0,1,5
Honda civic (Honda),"रू. 15,75,000",10,Grey,10.0,1600.0,1,60000.0,No,,0,0,18
Car for sale (Hyundai),"रू. 10,00,000",personal,Blue,17.0,814.0,1,47000.0,,,0,0,13
Suzuki swift VXI (Maruti Suzuki),"रू. 14,50,000",,,,,1,,,,0,0,15
terios on sale (Daihatsu),"रू. 25,50,000",,,,1500.0,1,53000.0,,,0,1,18
