Name,Price,Used For,Warranty,Transmission,Colour,Make Year,Features,Mileage,Engine (CC),Fuel,Kilometer Run,Types
AVIATOR 93 LOT SUPER FRESH   9813296721,125000,,,Automatic,,2017,,,110,Petrol,,Scooty
JUPITER 94 LOT SCOOTER  9813296721,85000,,,Automatic,,2018,,,125,Petrol,,Scooty
JAWA 300cc 118 LOT BIKE   9813296721,285000,,,Manual,,2020,,,300,Petrol,,Standard
PULSAR 150 65 LOT BIKE   9813296721,95000,,,Manual,,2015,,,150,Petrol,,Standard
APACHE RTR 160 4V ABS 132 LOT   9813296721,185000,,,Manual,,2021,,,160,Petrol,,Standard
DISCOVER 125ST 64 LOT BIKE   9813296721,74000,,,Manual,,2014,,,125,Petrol,,Standard
FZ V1 51 LOT BIKE   9813296721,85000,,,Manual,,2012,,,150,Petrol,,Standard
CLASSIC 350 011 LOT FRESH BIKE ✅ 9813296721,455000,,,Manual,red,2019,,,350,Petrol,,Standard
APRILLIA SR 150CC 117 LOT ✅ 9813296721,145000,,,Automatic,,2020,,,150,Petrol,,Scooty
R15 M 142 LOT SUPER FRESH CONDITION ✅ 9813296721,395000,,,Manual,grey,2022,,,155,Petrol,,Sport
Dominar 250 FI ABS 2021 model 125 lot ON SALE,319000,Personal ,,Manual,Black,2021,Dominar 250  2021 model 125 lot FI ABS,30,250,Petrol,14000,Sport
Hunter On Sell,410000,1 year,,Manual,Retro grey,2024,Comes with head light back light cover ,36,350,Petrol,6000,Cruiser
Fresh TVS apache bike on sell...,205000,Personal,,Manual,,2022,,,,Petrol,,Standard
Aprilla Sr 125 019 Lot,148000,,,Automatic,,2020,,,,Petrol,,Scooty
125 Honda CB Shine 2018 model 95 lot sell Exchange,129000,,,Automatic,Black ,2018,Home to office ,50,125,Petrol,29000,Standard
Bike for rent 9851406950,1500,,,Manual,,2018,,,,Petrol,,Sport
125 Hero Destini Single Hand 2020 model 017 lot ,99000,,,Automatic,Black ,2020,Home to office ,40,125,Petrol,18000,Scooty
"Honda Shine 109 Lot
2019 Model
9841605313",145000,,,Manual,Black,2019,,50,125,Petrol,22000,Standard
Aviator single hend 124 lot fresh 9803656430,150000,,,Automatic,,2021,,,,Petrol,,Scooty
Honda Dio 66 lot super fresh 9803656430,90000,,,Automatic,,2015 last,,45,,Petrol,,Scooty
Pulsar 150 sigal disc 83-lat 9803656430,119000,,,Automatic,,2016 last,,45+,150,Petrol,,Standard
"Ntorq 132 Lot
2021 Last Model
9841605313",190000,,,Automatic,Yellow & Black,2021,,45,125,Petrol,,Scooty
Suzuki Burgman 125cc 109 lot 9803656430,128000,,,Automatic,Grey,2019 last,,40+,125,Petrol,,Scooty
Hero destini 118 lot super fresh 9803656430,90000,,,Automatic,,2020,,45+,,Petrol,,Scooty
Hero mestro 98 lot super fresh 9803656430,80000,,,Automatic,,2018,,45,,Petrol,,Scooty
220 pulsar Abs like new 124 lot 9803656430,219000,,,Automatic,,2021 last,,35+,220,Petrol,28000,Standard
Fascino 75 lot fully fresh 9803656430,70000,,,Automatic,,2016,,45+,,Petrol,,Standard
2023 MT15 on sale,360000,Going college,Seal pack engine,Manual,Black,2023,VVA,45,155,Petrol,25000,Standard
Scooter on sell,160000,,,Manual,Green,2020,,55,125,Petrol,35000,Scooty
CB SHINE,72000,,,Manual,,2010,,,,Petrol,,Standard
TVS Ntorg Drum 125 153lot Blue,190000,6 months,,Automatic,Blue,2024,,,125,Petrol,9000,Scooty
Discover 84 lot,70000,,,Automatic,,2015,,,,Petrol,,Others
Tvs,175000,2,available,Automatic,Red,2020,sss,45,160,Petrol,18000,Standard
Aprila 150cc 124 lod ,160,Self ,No,Manual,Black ,2021,Fresh ,20,150,Petrol,,Scooty
Ray zr 125,195,,,Automatic,Mat blue,2022,,65,125,Petrol,15000,Scooty
Pleasure 44 lot,58000,,,Automatic,,2006,,,,Petrol,,Scooty
Aprilia sr 150cc 117 lot,148000,,,Manual,,2020,,,150,Petrol,,Scooty
Apache rtr 160 4v,80000,4-5,6 month engine warranty,Manual,Red and silver,2016,,25,160,Petrol,50000,Sport
Crossfire for rent(9840302214),4000,,,Manual,,2016,,,250,Petrol,,Dirt
Pulsar 200 NS(2014 model). In excellent condition.,150000,,,Manual,white and black (unique Batman stickers),2014,,,200,Petrol,70000,Sport
Yamaha fz v2 double disk,260000,only,,Manual,army,2022,only,50,150,Petrol,16500,Standard
X-pulse-200,195000,4 yrs,,Manual,White,2021,,30,200,Petrol,31000,Dirt
Bullet 350 Classic 2021 Model,514999,,,Manual,Battle Green,2021,,35,350,Petrol,25000,Standard
Honda Grizea Bs6 With Disc For Sale,245000,1 years,,Manual,Nave blue,2024,Afi system 50-55 milage  front disc break,55,125,Petrol,16000,Scooty
URGENT FOR SALE BAJAJ,163000,,,Manual,Bulk,2021,CONTACT NO?? 9860060409/9801059409 GOLDEN OPPORTUNITY GUYS  INTERESTED BUYERS DIRECT CALL OR SMS ME FOR MORE DETAILS  BAJAJ PULSAR 150 CC TD 123Lot 2021MODEL SINGAL HANDED  PRICE. 163000 EXCHANGE ALSO AVAILABLE **  TAX UPTO 082/83 AVAILABLE XA  14K /-ONLY RUNNING VAYAKO XA BIKE JASTO SHOWROOM BATA LIYAKO JESTAI XA SINGAL SCRATCH NI  XAINA FULLY FRESH CONDITION MA XA BIKE AAYARA TEST RIDE GARERA RAMARI HERNUS HAAI NO JPT COMMENT LINE VAYA MATRA CALL GARNU HOS LOCATION TEKU KATHMANDU BUS,45,150,Petrol,14000,Sport
Yamaha SZ-RR (Exchange with scooter),115000,,,Manual,Blue,2019,,,150,Petrol,,Standard
0034 Lot ko pulsar 150 Sd On sale n Exchange Serv,195000,Few years, M,Manual,Black,2021,A,40,150,Petrol,15000,Standard
Like fresh condition ,155,4 Years,No warranty,Automatic,Blue silver ,2019 last,,40,149,Petrol,22000,Sport
Tvs Raider 055lot,248000,,,Manual,,2025,,,,Petrol,,Standard
TVS Raider 048 lot,190000,Office work,,Manual,Black,2021,New,45,125,Petrol,28000,Standard
RTR 200 4v with ABS on sale,140000,7,No,Manual,Black red,2017,All,38,200,Petrol,35000,Sport
Ntorq 125 on sale,165,3,......,Automatic,Yellow black,2020,All,35,125,Petrol,28760,Standard
Pulsar 220F on SALE,410000,Peraonal Use,No warranty,Automatic,Red and Black,2025,With ABS,40,220,Petrol,3699,Sport
pulsar 150 td lot 119,155000,,,Automatic,,2019,,45,150,Petrol,25000,Sport
Tvs ntroq lot 123 super fresh condition,145000,,,Automatic,,2021,,35,125,Petrol,20000,Scooty
Dominar 400cc lot 123 super fresh condition,315000,,,Automatic,,2021,,30,400,Petrol,19000,Sport
Tvs ntroq fi lot 133 super fresh condition,195000,,,Automatic,,2021,,45,125,Petrol,20000,Scooty
Bajaj Pulsr 220 (2019 model) - Excellent Condition,225000,Private use only,,Automatic,Black Blue,2019,,40,,Petrol,51322,Standard
Yamaha Enticer Classic Cruiser Bike,65000,Years,None,Manual,Red,2004,Classic bike,45,125,Petrol,89000,Cruiser
R15 91 lot on sale 89841573829,135000,,,Manual,Red,2018,T,,150,Petrol,35000,Standard
Splendor Pro 56lot,40000,5yrs,3month engine ,Manual,Black blue,2012,,48,97,Petrol,54000,Standard
Urgent Sale Xr 190 041 Lot Single Hand Very Low Ra,599000,,,Manual,,2022,,,,Petrol,,Dirt
Urgent Sale 71 Lot Ns 200 Very Low Rate Ma,129000,,,Manual,,2016,,,,Petrol,,Sport
Urgent Sale Splander 47 Lot Very Low Rate Ma,59000,,,Manual,,2013,,,,Petrol,,Standard
Urgent Sale Gixxer 96 Lot Sf Very Low Rate Ma,128000,,,Manual,,2016,,,150,Petrol,,Sport
Aprilla SR 150 013 Lot For sale ‼️‼️,149000,,,Manual,Red Black,2019 last,Semi Digital,30,150,Petrol,24000,Sport
Urgent Sale Xpulse 012 Lot Very Low Rate Ma,175000,,,Manual,,2019,,,,Petrol,,Dirt
fresh bije on sale,65000,,,Manual,,2012,,,,Petrol,,Sport
bike on sale,60000,11 yrs,no,Automatic,white,2013,normal,45,99,Petrol,38000,Standard
unique bike on sale🔥🔥🔥,95000,,,Manual,red,2017,,40,150,Petrol,,Dirt
bike on sale @211000,215000,4 yrs,no,Automatic,red,2021,simple,40,160,Petrol,20000,Standard
200Ns FI on sale,185000,2 years ,,Manual,Red and black,2020,Fi,39,200,Petrol,44000,Sport
PULSAR 150 83 LOT FRESH BIKE ✅ 9813296721,125000,,,Manual,,2017,,,150,Petrol,,Standard
bike on sale @60000,60000,11 yrs,normal,Automatic,white,2013,simple,50,100,Petrol,38000,Standard
PULSAR 150TD SINGLE HAND 119 LOT ✅ 9813296721,155000,,,Manual,,2020,,,150,Petrol,,Standard
FASCINO 75 LOT ✅ 9813296721,74000,,,Automatic,,2016,,,110,Petrol,,Scooty
Yamaha Ray zr street rally 108 lot,118000,,,Manual,,2019,,40,,Petrol,,Scooty
Pulsar 220 F ABs Fresh Condition,240000,Personally only ,Bajai will know ,Manual,White and black ,2022,Fully loaded bike ,25000,220,Petrol,25000,Cruiser
Ns 200 on sale fresh xa kai banaunu parni xaina ,140000,Home to office only,None,Manual,Black and white,2017,Dual disc. ,29-31,200,Petrol,56000,Sport
Honda Aviator,150000,,,Automatic,,2019,,,,Petrol,20000,Scooty
TVS Zest scooty second hand,60000,,,Manual,white,2015,,,110,Petrol,40700,Scooty
Ntroq 123lot (Single Hand),148000,,,Automatic,,2021,,,,Petrol,,Scooty
Pulsar 150TD 119lot (Single Hand),157000,,,Manual,,2020,,,,Petrol,,Standard
Dominar 400 023 Lot,310000,,,Manual,,20213,,,,Petrol,,Standard
149 lot Royal enfield Hunter like new condition,395000,,,Manual,,2024,,,,Petrol,,Sport
Fzv2 002lot 2018 model 9860797831,174000,Personal ,,Manual,Gren,2018,Full,45,150,Petrol,35,Standard
kohi chadne ho yo ?????????,565000,personal,no,Manual,white \black,2011,all,30,250,Petrol,0000,Dirt
 Honda Dio (142 lot),186000,,,Automatic,,2022,,,110,Petrol,9000,Scooty
Hero xpulse-200,200000,,,Manual,White,2021,,30-35,200,Petrol,31000,Dirt
Mt15 Bs6 136lot,358000,,,Manual,,2022,,,,Petrol,,Standard
Hero Destani 118lot,98000,,,Automatic,,2020,,,,Petrol,,Scooty
Ntroq 120 Lot(Single Hand),168000,,,Automatic,,2020,,,,Petrol,,Scooty
Honda Dio,130000,,,Automatic,,2017,,,,Petrol,,Scooty
hero xpluse,200000,4 yraes,yes,Automatic,white,2021,Bluetooth location,35,200,Petrol,24000,Dirt
Hero Xpulse 4v,345000,,,Manual,,2022,,,200,Petrol,17000,Dirt
Yamaha Aerox,450000,,,Automatic,Blue,2024,,,,Petrol,,Scooty
Apache RTR 200 4V,130000,,,Automatic,Red,2017,,,200,Petrol,48000,Standard
Aprilla Sr 150 Cc 117 Lot 2020 Model Price 147k,147000,,,Manual,Red,2020,,,150,Petrol,,Scooty
Pulsar Ns200 Fi Abs Bs7 New,375000,,,Automatic,,2024,,45,200,Petrol,5328,Sport
Fzsv2 Emergency Sale,235000,,,Automatic,,2021,,45,149,Petrol,30000,Sport
Pulsar AS 150 for sale,85000,,,Automatic,Red,2015,,,150,Petrol,30603,Standard
TVS Ntorq Race Edition Bs6 version ,204,,,Automatic,,2020,,,,Petrol,,Standard
Dio,99999,3,,Automatic,,2016,,40,110,Petrol,46,Scooty
R15 V3 ABS 123 LOT SUPER FRESH ☎️ 9813296721,285000,,,Manual,,2020,,,155,Petrol,,Sport
Honda Unicorn 160cc fully fresh 82 lot 9803656430,110000,,,Automatic,,2017,,45,160,Petrol,30000,Standard
Hero pleasure Fully fresh 63 lot 9803656430,60000,,,Automatic,,2015,,45+,,Petrol,,Standard
Honda Aviator Super fresh 73 lot 9803656430,90000,,,Automatic,,2017,,45,,Petrol,,Scooty
90 lot 150 pulsar,125000,7 years,no,Automatic,black/red,2017,single disc,45,150,Petrol,56000,Standard
102 lot Royal Enfield Thunderbird X 350,345000,7 years,no,Automatic,red,2018,fresh condition,30,350,Petrol,23950,Standard
Ktm Rc 390,220000,,,Manual,White,2016,,22,390,Petrol,48000,Sport
Royal Enfield Classic 350 Bullet 2015 last Model,350000,Office and home ,100 %,Automatic,Blue ,2015 ,,35,350,Petrol,28000,Cruiser
R15 V3 023 Lot 2020 Model Price Only 285k,285000,,,Manual,Blue,2020,,,155,Petrol,19000,Sport
Aviator,105000,,,Automatic,,2015,,,,Petrol,,Scooty
Rm 250,430000,Dirt,,Manual,Black and red chrome,2018,,22,250,Petrol,11000,Dirt
Single Hand Used Bike On Urgent Sale,197000,,,Automatic,Red,2018,,30,230,Petrol,12000,Standard
Apache RTR 200   Lot 037,265000,,,Manual,Black & Red ,2022 AD ,,,200 ,Petrol,,Sport
Pulsar150 Like New 120 Lot,155000,,,Manual,,2020,,45,150,Petrol,,Standard
NTORQ 125CC RACE EDITION 120 LOT ✅ 9813296721,165000,,,Automatic,,2020,,,125,Petrol,,Scooty
FASCINO FI 125cc 118 LOT ✅ 9813296721,135000,,,Automatic,,2020,,,125,Petrol,,Scooty
APRILLIA SR 150cc abs 118 LOT ✅ 9813296721,145000,,,Automatic,,2020,,,150,Petrol,,Scooty
APRILLIA SR 150cc 105 LOT ✅ 9813296721,135000,,,Automatic,,2019,,,150,Petrol,,Scooty
Duke 200  155 lot  3K Km run  Urgent sell,535000,,Yes,Manual,Gray and Orange,2024,,35,200,Petrol,3150,Sport
Aprilla Sr 150 105lot,138000,,,Automatic,,2019,,,,Petrol,,Scooty
Aprilla Sr 150 Abs 118lot (single Hand),148000,,,Automatic,,2020,,,,Petrol,,Scooty
Yamaha Fascino 118lot (Single Hand),138000,,,Automatic,,2020,,,,Petrol,,Scooty
KTM Duke 200  Only 3250KM RUNNING 2024 Model,525000,Personal,Available,Manual,Grey and orange,2024,6 transmission gear. Great milage. Great pick up. Servicing d one timely. Warranty one engine. Coated plus laminated on body kits.,35,200,Petrol,3100,Sport
Honda Activa 125,100000,,,Automatic,Black,2015,,35,125,Petrol,26000,Scooty
MT-15 V3 Bs6 058 Lot Run 5000km,484000,,,Automatic,Black,2025,,50,155,Petrol,5000,Sport
Pulser NS 160 ABS  Red,195000,Personal,,Automatic,Red ,2019,ABS,,160,Petrol,,Standard
fzs v2 urgent sell 141 lot,264000,,,Manual,,2022,,55,150,Petrol,,Standard
super splender bike,139000,office,,Manual,black,2021,special for pathawo ride,51,125,Petrol,30000,Standard
crossfire Hj250 dark edition on sale,396000,,,Manual,orange black,2021,,25,250,Petrol,16000,Dirt
Bajaj Domin250 - 2021 model sealed pack engine,285000,,,Manual,Red,2021,ABS Braking / Slippery clutch,35,250,Petrol,40000,Cruiser
yahama fzs v3,260000,,,Manual,red,2022,,50over,149,Petrol,19000,Sport
Ns200 On Sale And Exchange 9813419539 Lot 94,140000,,,Manual,,2018,,,,Petrol,24000,Sport
Aprilla 106lot On Sale And Exchange 9813419539,125000,,,Manual,,2018,,,,Petrol,,Scooty
Avenger 150 (can exchange with fresh scooter),150000,,,Manual,maroon red,2017,,,150,Petrol,16000,Standard
fresh condition 76 lot honda dio on sale,108000,,,Manual,,2016,,,110,Petrol,,Scooty
super fresh 96 lot suzuki gizzer SF on sale,117000,,,Manual,,2017,,,155,Petrol,,Sport
DIRT BIKE / GR7 on SALE,245000,,,Manual,Silver & Yellow,2019,,25-27,250,Petrol,12000,Standard
YAMAHA MT15 V2  056 LOT BIKE ON URGENT SALE,480,6 months ,Available ,Manual,Silver ,2028,Like new condition ,45,155,Petrol,7700,Sport
Yamaha R15 V3 023lot,285000,,,Manual,,2020,,,,Petrol,,Standard
TVS Ntorq scooty . 2022 model,175000,4 years,6 months,Automatic,black grey,2021,Mobile connectivity and many more,40,125,Petrol,39500,Scooty
Bajaj Pulsar 220f (62 lot),106000,,,Manual,,2014,,,220,Petrol,,Standard
pulsar 220f 87 lot on sell ‼️💥,145000,,,Manual,,2017,,,220,Petrol,,Standard
Urgent sale 220.. ,126000,9yrs,No warranty ,Automatic,Black n white ,2015 last,,35+,220,Petrol,,Standard
76 lot vespa SXL model On sale,95000,,,Automatic,Orange ,2016,,,,Petrol,,Scooty
Unicorn ,56000,office ,1 year ,Manual,black ,2010,,45,150,Petrol,,Sport
TVs Apache 200 4v Abs 038 Lot,192000,,,Automatic,Black,2022,,353,200,Petrol,22000,Sport
Ns 200 Abs 021 Lot,192000,,,Automatic,Black,2020,,30,200,Petrol,35000,Sport
Honda Cb Unicorn 160cc 82 Lot,100000,,,Automatic,,2017,,45,160,Petrol,30000,Sport
Pleasure 63 Lot 2015 Model,62000,,,Automatic,White,2015,,40,110,Petrol,40000,Scooty
Honda Aviator 73 Lot,94000,,,Automatic,Black,2016,,43,110,Petrol,3400,Scooty
Yamaha Bike R1 V1,90000,One hand ,,Manual,Red and white,2017,,,150,Petrol,,Sport
Bajaj Pulsar 220f (74 lot),124000,,,Manual,,2016,,,220,Petrol,,Standard
Yamaha FZ-S V2 (121 lot),206000,,,Manual,,2020,,,,Petrol,16000,Standard
Bajaj avenger 180 (105 lot),148000,,,Manual,,2019,,,180,Petrol,16000,Standard
Mt15 Bs6,380000,almost 2 year,,Manual,black and white( ice fluo ) with neon green rims.,2022,apollo tyres,45,155,Petrol,31000,Sport
Mt15 Bs6,380000,1 year,,Manual,white ( ice fluo ) with neon green rims ,2022,,45,155,Petrol,31000,Sport
Honda NX200,450000,,,Manual,red,2024,,,200,Petrol,4280,Sport
Cbr 250r for sale,200000,,,Manual,Red and black,2013,,,250,Petrol,21930,Sport
Bullet 500cc,299999,,,Automatic,Green ,2016,Electric start,25,500,Petrol,30000,Standard
AVIATOR 73 LOT   9813296721,95000,,,Automatic,,2016,,,110,Petrol,,Scooty
PLEASURE 110cc 63 LOT   9813296721,65000,,,Automatic,,2014,,,110,Petrol,,Scooty
UNICORN CB 160 82 LOT SINGLE HAND   9813296721,105000,,,Manual,,2016,,,160,Petrol,,Standard
NS 200 ABS 121 LOT   9813296721,195000,,,Manual,,2020,,,200,Petrol,,Standard
Glamor Fi 036lot,157000,,,Manual,,2022,,,,Petrol,,Standard
cb 100 hero honda,80000,,,Manual,Red,1990,,,100,Petrol,,Standard
Dio Scooter Urgent Sale,185000,,,Automatic,Red,2021,,,110,Petrol,19123,Scooty
Xpulse4v,300000,,,Manual,,2022,,,,Petrol,,Dirt
Need  Duke250,300000,,,Manual,Any colour ,2020,,,250,Petrol,Thikka kudeko model anusar,Sport
Pulsar 150 Single Disk Is For Sale,107000,6 years,Check time warranty,Automatic,Brinjal,2017,All,35,150,Petrol,25000,Standard
BIKE FOR SALE - HONDA TWISTER,85000,10 years,No warranty,Manual,Black,2015,The all factory given features work well,35,110,Petrol,20000,Standard
Scooter on sale,40000,,,Manual,Blue,2065 ,,,,Petrol,0,Scooty
honda Dio 144 lot fresh ,200000,2.5 yrs,company warranty,Automatic,orange,2023,,,109,Petrol,10877,Scooty
OLD MODEL HONDA DIO(FIXED PRICE WITH OFFER),59999,14 years,No Warrenty,Manual,Blue Black,2011,Both Tyre bran new pass insurance half helmet 83 tax ,40,109,Petrol,36098,Scooty
CRF 250,1500000,,,Automatic,,2019,,35,250,Petrol,24000,Dirt
BAJAJ DOMINAR 400CC MODEL:2024📞9851448760,480000,,,Manual,Green ,2024,,2p,400CC ,Petrol,12k,Sport
Aprilia Sr 150,210000,2 years,,Automatic,Black ,2023,150cc powerful single-cylinder engine 	•	Automatic CVT transmission (no gear shifting) 	•	Front disc & rear drum brakes for better control 	•	14-inch alloy wheels with wide tubeless tyres 	•	Sporty Italian design with dual headlamps 	•	Digital-analogue instrument cluster 	•	Comfortable seat and good storage space 	•	Excellent road grip and handling 	•	Mileage around 35–40 km/l (depends on riding),25,150,Petrol,13000,Scooty
Honda CBR 250R on Sell,245000,,,Manual,Black ,2016,,,249,Petrol,47 000 +,Sport
Bike rental,700,,,Automatic,,2015,,,,Petrol,,Standard
Aprila SR 150cc 032lot,158000,,,Manual,,2021,,,,Petrol,,Scooty
Pulsar 150 Bike for sell,110000,Office,,Manual,White+black,2016,Good condition ,40,149,Petrol,60000,Standard
Bajaj N200 fi abs,225000,official use,,Manual,white,2021,,35,200,Petrol,26000,Sport
Jawa 42 118 Lot 300cc Sell And Exchange,280000,,,Manual,,2020,,,,Petrol,,Standard
Fz V1 51 Lot Super Fresh Condition Sell And Exchan,82000,,,Manual,,2012,,,,Petrol,,Sport
Apache Rtr 160 99 Lot Super Fresh Condition,135000,,,Manual,,2018,,,,Petrol,,Sport
URGENT FOR SALE TARO 200,235000,,,Manual,Red,2022,CONTACT NO?? 9860060409/9801059409 GOLDEN OPPORTUNITY GUYS  INTERESTED BUYERS DIRECT CALL OR SMS ME FOR MORE DETAILS  TARO 200 SPORTS  142 LOT 2022 MODEL SINGAL HANDED  PRICE. 245000 EXCHANGE ALSO AVAILABLE **  TAX UPTO 082/83 AVAILABLE XA  3800/-ONLY RUNNING VAYAKO XA BIKE VARKHAR SHOWROOM BATA LIYAKO JASTO XA SINGAL SCRATCH NI  XAINA FULLY FRESH CONDITION MA XA BIKE AAYARA TEST RIDE GARERA RAMARI HERNUS HAAI NO JPT COMMENT LINE VAYA MATRA CALL GARNU HOS LOCATION TEKU KATHMANDU BUS,35,200,Petrol,3800,Sport
Fz v2 80Lot super fresh condition 9813296721,133000,,,Manual,,2016,,,150,Petrol,,Scooty
Hero glamour 107Lot bike 9813296721,85000,,,Manual,,2018,,,125,Petrol,,Standard
Honda activa 88Lot fresh condition 9813296721,85000,,,Automatic,,2017,,,125,Petrol,,Scooty
Fz v3 abs 133Lot single hand bike 9813296721,235000,,,Manual,grey,2021,,,150,Petrol,,Standard
Duke 200 bs4 89Lot bike ✅ 9813296721,255000,,,Manual,,2017,,,200,Petrol,,Sport
Yamaha Fascino 77Lot 2016 model 9745326273,75000,,,Automatic,,2016,,,,Petrol,,Scooty
Aprilia sr125 031Lot 2021 Last model 9745326273,165000,,,Automatic,,2021,,,,Petrol,,Scooty
Tvs Ntroq 130Lot 2021 Last Model 9745326273,155000,,,Manual,,2021,,,,Petrol,,Scooty
Aprilia sr150 88Lot 2017 Model 9745326273,115000,,,Automatic,,2017,,,,Petrol,,Scooty
Avenger 160 Bajaj,152000,Home and Office,,Automatic,Black,2020,,42,160,Petrol,60200,Cruiser
Bike On Sell,415000,2 years ,,Manual,Halcyon Black ,2023,,30,350,Petrol,25000,Standard
Tvs Raedon On Sale,114999,4 years,on engine,Manual,white,2021,alloy wheels led light etc,55,110,Petrol,15000,Standard
Cx 250 (2023 Model) On sale,580000,,,Manual,Red and black,2023,,,250,Petrol,,Dirt
Dominar 250 Full Fresh Condition,350000,,,Automatic,,2023,,,250 cc ,Petrol,17500,Sport
Fz-v3 ekdam perfect condition mha xw yamhha ,205000,,,Automatic,Navy blue ,2019,Best breaking  fi system ,45 km ,150,Petrol,60000,Sport
Honda dio 50 lot on sale,53000,,,Automatic,Black,2010,,30,109,Petrol,49000,Scooty
Ntorq125 Fi 2021 Model Super Fresh Condition Onsel,198000,,,Manual,,2021,,,125,Petrol,22000,Scooty
Ntorq 125 Fi 2021 Last Model 133 Lot Onsell,198,,,Manual,,2021,,,125,Petrol,22000,Scooty
Aprila SR 150 90lot,120000,,,Manual,,2017,,,,Petrol,,Scooty
honda grazia 125cc 121Lot scooter ✅ 9813296721,165000,,,Automatic,,2020,,,125,Petrol,,Scooty
Aprillia sr 150 117Lot scooter ✅ 9813296721,155000,,,Automatic,,2020,,,150,Petrol,,Scooty
Honda Dio 50Lot old model ✅ 9813296721,52000,,,Automatic,,2012,,,110,Petrol,,Scooty
Apache rtr 160 99Lot bike ✅ 9813296721,135000,,,Manual,red,2018,,,160,Petrol,,Standard
hero iSmart 63Lot bike ✅ 9813296721,63000,,,Manual,,2014,,,125,Hybrid,,Standard
Fascino 125cc fi 115Lot scooter ✅ 9813296721,125000,,,Automatic,,2020,,,125,Petrol,,Scooty
Ntorq 125cc 130Lot scooter ✅ 9813296721,155000,,,Automatic,grey,2021,,,125,Petrol,,Scooty
Fascino 77Lot scooter ✅ 9813296721,75000,,,Automatic,,2016,,,110,Petrol,,Scooty
Ray Zr 76Lot scooter ✅ 9813296721,85000,,,Automatic,,2016,,,113,Petrol,,Scooty
aprillia sr 150cc 88Lot scooter ✅ 9813296721,115000,,,Automatic,,2017,,,150,Petrol,,Scooty
88 lot vr 150 on sale,137000,,,Manual,,2017,,,,Petrol,,Standard
34 lot shine on sale,69000,,,Manual,,2009,,,,Petrol,,Standard
Pulsar 150 46 lot,80000,,,Manual,Black&red,2010,,40,150,Petrol,,Standard
35 lot cbz on sale,59000,,,Manual,,2009,,,,Petrol,,Standard
79 lot splonder 100cc on sale,83000,,,Manual,,2016,,,,Petrol,,Standard
68 Lot R15 v2 on sale,104000,,,Manual,,2015,,,,Petrol,,Standard
RayZr 78Lot scooter ✅ 9813296721,75000,,,Automatic,,2016,,,113,Petrol,,Scooty
honda shine 57Lot bike ✅ 9813296721,85000,,,Manual,,2013,,,125,Petrol,,Standard
Aprillia sr 125 131Lot scooter ✅ 9813296721,165000,,,Automatic,,2021,,,125,Petrol,,Scooty
Ns 160 abs 132Lot bike ✅ 9813296721,185000,,,Manual,,2021,,,160,Petrol,,Standard
Himalayan 411,380000,,,Manual,White ,2018,,,411,Petrol,,Dirt
Only 11000 KM run RS 200 for sale,205000,,,Manual,Yellow,2013,,32,200,Petrol,11000,Sport
TVS Apache RTR 200 4V BS6 (FI + ABS) urgent sell,275000,home to office,,Manual,red,2022,ABS  GTT TECHNOLOGY ,40,200,Petrol,17900,Sport
YAMAHA FASCINO(FIXED PRICE WITH OFFER),115999,6 years,No warrenty,Manual,Grey Black,2019,Double colour pass kharcha pass insurance half helmet,35,109,Petrol,45000,Scooty
Aviator 127 Lot(single Hand),158000,,,Automatic,,2021,,,,Petrol,,Scooty
dominar 250  on sell,375000,,,Manual,black and silver,2023,,25,250,Petrol,17000,Others
Aviator Scooter Single Handed,145000,,,Automatic,,2017,,35,110,Petrol,25000,Scooty
Super Fresh Condition Dio Urgent Sell,95000,,,Automatic,white,2015,Varkahr engine bayako babal contion ma xa,40,110,Petrol,37000,Scooty
Aviator 127Lot scooter ✅ 9813296721,155000,,,Automatic,,2021,,,110,Petrol,,Scooty
pulsar 220f abs 124Lot bike ✅ 9813296721,225000,,,Manual,,2021,,,220,Petrol,,Standard
Xpulse 200T Fresh & single handed. Model 2022,225000,3 plus year,Non,Manual,Red,2022,,38,199,Petrol,15500,Standard
RTR200 FI ABS,225000,,,Automatic,,2021,,,,Petrol,,Sport
TVS Raider,175000,,,Automatic,,2022,,,,Petrol,,Sport
Honda Grazia,169000,,,Automatic,,2020,,,125,Petrol,,Scooty
RTR 160,165000,,,Automatic,,2021,,,160,Petrol,,Sport
Honda Aviator,110000,,,Automatic,,2016,,,,Petrol,,Scooty
Honda Shine,99000,,,Automatic,,2013,,,,Petrol,,Standard
Honda Grazia,169000,,,Automatic,,2020,,,125,Petrol,,Scooty
Honda uniqon,159000,,,Automatic,,2020,,,,Petrol,,Standard
Honda Dio,140000,,,Automatic,,2017,,,,Petrol,,Scooty
hero destini,95000,,,Manual,chocolate,2019,,,125,Petrol,,Scooty
Aprilla Sr 150cc,130000,,,Manual,blAck,2018,,35,150,Petrol,22000,Scooty
ATHER 450x,350000,1+year,company,Automatic,space gray,2024,single handed,110,,Electric,9500,Scooty
Mt 15 2019 model for sale,278000,,,Manual,Full black,2019 ,Fi abs,40 ,155,Petrol,30000,Sport
Aprila SR 150cc 95lot,130000,,,Manual,,2018,,,,Petrol,,Scooty
Crf250L Honda 7900 Km Run with accessories,1450000,,,Manual,red,2018,abs ,18,250,Petrol,6900,Dirt
